stratum,n,bias,rmse,mae,r,r_log,slope,intercept,view,retrieval,qc_mode
dist_ge5km,61,7.186820862356757,49.31430091211504,18.34727358781412,0.19218869384024104,0.11697623831768184,1.5849949713215068,1.8708092991705823,sample,R11,qc_strict
tdiff_lt3min,40766,14.405435471140091,57.750647726687156,19.831153936975877,0.014629788067940791,0.22542440146490259,0.12256939420184788,21.20576605397793,sample,R11,qc_strict
tdiff_ge3min,61661,14.319775340823693,58.02187806373351,20.053859574717084,0.005041256490650426,0.22229162911699432,0.03980087821376521,21.93517088752326,sample,R11,qc_strict
water_pure_pixel,102420,14.354071977080652,57.9155843041043,19.965766783532118,0.008705676428655208,0.22351120073864056,0.07030572378329314,21.661023411575208,sample,R11,qc_strict
water_dominant_pixel,7,11.371116346631732,28.378341235476675,12.003237432752337,-0.16150755819715099,0.053200141132734136,-1.389320439368943,15.706771599176598,sample,R11,qc_strict
mixed_pixel,0,,,,,,,,sample,R11,qc_strict
not_water_pixel,0,,,,,,,,sample,R11,qc_strict
phase_agree_liquid,78997,18.85430388428945,64.80378045624464,23.894336564876944,-0.0041488491141319925,0.20195678982737947,-0.04025854827393654,27.189687871279475,sample,R11,qc_strict
phase_disagree_atlid_liquid,23423,-0.8235235475649373,22.43399311703679,6.7161733490063575,0.053432268035624515,0.310433855226838,0.13371366769788526,5.537241236832429,sample,R11,qc_strict
atlid_radar_synergy,65628,11.450783928174733,54.04178207273907,18.336061242822705,0.020156879840459847,0.22608341164417234,0.1362818067086717,19.215902617276914,sample,R11,qc_strict
atlid_only,36799,19.531280797542742,64.24328516834875,22.870698371896538,0.017509758572943814,0.227434859001346,0.24465940114775514,23.943716611714308,sample,R11,qc_strict
n_liq_eq1,0,,,,,,,,sample,R11,qc_strict
n_liq_eq2,0,,,,,,,,sample,R11,qc_strict
n_liq_3_4,0,,,,,,,,sample,R11,qc_strict
n_liq_ge5,102427,14.353868117850043,57.914080421379715,19.96522261348462,0.008712872591150563,0.22351223994576114,0.07036211699344798,21.65999227837822,sample,R11,qc_strict
het_cv_lt0p25,47139,11.570135746678401,53.788947961583055,18.151315437457946,0.008243407820833477,0.2517366324348147,0.06828200919586887,20.818879358003088,sample,R11,qc_strict
het_cv_0p25_0p75,43731,15.807374043912944,60.26201559213255,21.260801435997443,0.022387799815584117,0.18353168416449567,0.19376726897861665,21.433571843571666,sample,R11,qc_strict
het_cv_ge0p75,11557,20.208250102102323,64.68070148322543,22.461442470144046,-0.005864350166725089,0.08881242862149985,-0.0537025416202121,23.115414326108695,sample,R11,qc_strict
